Protein,go_term_type,go_term
Q14055,Component,basement membrane
Q14055,Component,collagen type IX trimer
Q14055,Component,endoplasmic reticulum lumen
Q14055,Component,extracellular matrix
Q14055,Component,extracellular region
Q14055,Component,extracellular space
P12109,Component,collagen type VI trimer
P12109,Component,collagen-containing extracellular matrix
P12109,Component,endoplasmic reticulum lumen
P12109,Component,extracellular exosome
P12109,Component,extracellular matrix
P12109,Component,extracellular region
P12109,Component,extracellular space
P12109,Component,lysosomal membrane
P12109,Component,membrane
P12109,Component,protein-containing complex
P12109,Component,sarcolemma
P12111,Component,collagen type VI trimer
P12111,Component,collagen-containing extracellular matrix
P12111,Component,endoplasmic reticulum lumen
P12111,Component,extracellular exosome
P12111,Component,extracellular matrix
P12111,Component,extracellular region
P12111,Component,extracellular space
P12111,Component,extracellular vesicle
P12111,Component,sarcolemma
A8TX70,Component,collagen trimer
A8TX70,Component,collagen-containing extracellular matrix
A8TX70,Component,extracellular region
A6NMZ7,Component,collagen trimer
A6NMZ7,Component,collagen-containing extracellular matrix
A6NMZ7,Component,extracellular matrix
A6NMZ7,Component,extracellular region
P13671,Component,extracellular exosome
P13671,Component,extracellular region
P13671,Component,membrane attack complex
Q9H2P9,Component,cytosol
O60762,Component,dolichol-phosphate-mannose synthase complex
O60762,Component,endoplasmic reticulum
O60762,Component,endoplasmic reticulum membrane
O60762,Component,membrane
O60762,Component,nucleus
O94777,Component,dolichol-phosphate-mannose synthase complex
O94777,Component,endoplasmic reticulum membrane
O94777,Component,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
O94777,Component,integral component of endoplasmic reticulum membrane
Q9P2X0,Component,dolichol-phosphate-mannose synthase complex
Q9P2X0,Component,endoplasmic reticulum
Q9P2X0,Component,endoplasmic reticulum membrane
Q9P2X0,Component,integral component of endoplasmic reticulum membrane
Q9P2X0,Component,mannosyltransferase complex
Q9P2X0,Component,membrane
Q9H8M1,Component,mitochondrial inner membrane
Q9H8M1,Component,mitochondrion
Q10570,Component,mRNA cleavage and polyadenylation specificity factor complex
Q10570,Component,nucleoplasm
Q10570,Component,nucleus
Q8TEY5,Component,endoplasmic reticulum
Q8TEY5,Component,endoplasmic reticulum membrane
Q8TEY5,Component,Golgi apparatus
Q8TEY5,Component,Golgi membrane
Q8TEY5,Component,integral component of membrane
Q8TEY5,Component,mitochondrion
Q8TEY5,Component,nuclear membrane
Q8TEY5,Component,nucleoplasm
Q7Z7G2,Component,cell junction
Q7Z7G2,Component,SNARE complex
Q7Z7G2,Component,terminal bouton
Q07973,Component,mitochondrial outer membrane
Q07973,Component,mitochondrion
Q07973,Component,nucleoplasm
Q07973,Component,nucleus
Q07973,Component,plasma membrane
Q8N1N5,Component,cytoplasm
Q8N1N5,Component,endoplasmic reticulum
Q8N1N5,Component,nucleus
Q8N1N5,Component,plasma membrane
P60606,Component,integral component of membrane
Q4LDR2,Component,integral component of membrane
Q2VPK5,Component,cytosol
Q2VPK5,Component,protein-containing complex
Q13616,Component,cullin-RING ubiquitin ligase complex
Q13616,Component,cytosol
Q13616,Component,nucleoplasm
Q13616,Component,Parkin-FBXW7-Cul1 ubiquitin ligase complex
Q13616,Component,SCF ubiquitin ligase complex
Q8IWT3,Component,cullin-RING ubiquitin ligase complex
Q8IWT3,Component,cytosol
Q7L5Y1,Component,mitochondrion
Q9NXE8,Component,nuclear speck
Q9NXE8,Component,nucleoplasm
Q9UHY7,Component,cytosol
Q9UHY7,Component,nucleus
Q16206,Component,cytosol
Q16206,Component,external side of plasma membrane
Q16206,Component,extracellular space
P49238,Component,cell surface
P49238,Component,dendritic tree
P49238,Component,external side of plasma membrane
P49238,Component,integral component of plasma membrane
P49238,Component,neuron projection
P49238,Component,neuronal cell body membrane
P49238,Component,nucleoplasm
P49238,Component,nucleus
P49238,Component,perinuclear region of cytoplasm
P49238,Component,plasma membrane
P12074,Component,mitochondrial inner membrane
P12074,Component,mitochondrial respiratory chain complex IV
P12074,Component,mitochondrion
P24310,Component,integral component of membrane
P24310,Component,mitochondrial respiratory chain
P24310,Component,mitochondrial respiratory chain supercomplex
P24310,Component,mitochondrion
P14406,Component,mitochondrial respiratory chain
P14406,Component,mitochondrial respiratory chain supercomplex
Q6YFQ2,Component,mitochondrial crista
Q6YFQ2,Component,mitochondrial intermembrane space
Q6YFQ2,Component,mitochondrion
P17302,Component,cell junction
P17302,Component,connexin complex
P17302,Component,endoplasmic reticulum membrane
P17302,Component,focal adhesion
P17302,Component,gap junction
P17302,Component,Golgi apparatus
P17302,Component,Golgi membrane
P17302,Component,Golgi-associated vesicle membrane
P17302,Component,integral component of plasma membrane
P17302,Component,intercalated disc
P17302,Component,intracellular membrane-bounded organelle
P17302,Component,membrane raft
P17302,Component,mitochondrion
P17302,Component,nucleoplasm
P17302,Component,plasma membrane
P36382,Component,cell projection
P36382,Component,connexin complex
P36382,Component,gap junction
P36382,Component,integral component of plasma membrane
P36382,Component,intercalated disc
P57773,Component,connexin complex
P57773,Component,integral component of membrane
P78310,Component,acrosomal vesicle
P78310,Component,adherens junction
P78310,Component,apicolateral plasma membrane
P78310,Component,basolateral plasma membrane
P78310,Component,bicellular tight junction
P78310,Component,cell body
P78310,Component,cell junction
P78310,Component,cell-cell adherens junction
P78310,Component,cell-cell junction
P78310,Component,cytoplasm
P78310,Component,extracellular region
P78310,Component,extracellular space
P78310,Component,filopodium
P78310,Component,growth cone
P78310,Component,integral component of plasma membrane
P78310,Component,intercalated disc
P78310,Component,membrane raft
P78310,Component,neuromuscular junction
P78310,Component,neuron projection
P78310,Component,nucleoplasm
P78310,Component,plasma membrane
P78310,Component,protein-containing complex
Q6PEY0,Component,connexin complex
Q6PEY0,Component,integral component of membrane
P29033,Component,astrocyte projection
P29033,Component,cell body
P29033,Component,connexin complex
P29033,Component,cytosol
P29033,Component,endoplasmic reticulum-Golgi intermediate compartment
P29033,Component,integral component of membrane
P29033,Component,lateral plasma membrane
P29033,Component,perinuclear region of cytoplasm
P29033,Component,plasma membrane
Q8N144,Component,cell surface
Q8N144,Component,connexin complex
Q8N144,Component,integral component of plasma membrane
O95377,Component,connexin complex
O95377,Component,integral component of membrane
O14625,Component,cell
O14625,Component,extracellular region
O14625,Component,extracellular space
P49682,Component,cytoplasm
P49682,Component,external side of plasma membrane
P49682,Component,integral component of plasma membrane
P49682,Component,plasma membrane
Q7LFL8,Component,cytosol
Q7LFL8,Component,nucleoplasm
Q9P0U4,Component,cytosol
Q9P0U4,Component,histone methyltransferase complex
Q9P0U4,Component,nuclear matrix
Q9P0U4,Component,nuclear speck
Q9P0U4,Component,nucleoplasm
Q9P0U4,Component,nucleus
Q9P0U4,Component,Set1C/COMPASS complex
P13498,Component,apical plasma membrane
P13498,Component,dendrite
P13498,Component,endoplasmic reticulum membrane
P13498,Component,endosome
P13498,Component,focal adhesion
P13498,Component,Golgi apparatus
P13498,Component,membrane
P13498,Component,NADPH oxidase complex
P13498,Component,neuronal cell body
P13498,Component,nucleus
P13498,Component,perinuclear endoplasmic reticulum
P13498,Component,phagocytic vesicle membrane
P13498,Component,plasma membrane
P13498,Component,secretory granule
P13498,Component,specific granule membrane
P13498,Component,stress fiber
P13498,Component,tertiary granule membrane
O43169,Component,integral component of membrane
O43169,Component,membrane
O43169,Component,mitochondrial outer membrane
P99999,Component,cytosol
P99999,Component,mitochondrial inner membrane
P99999,Component,mitochondrial intermembrane space
P99999,Component,mitochondrion
P99999,Component,nucleus
P99999,Component,protein phosphatase type 2A complex
P99999,Component,respiratory chain
Q9NQC7,Component,centrosome
Q9NQC7,Component,ciliary basal body
Q9NQC7,Component,ciliary tip
Q9NQC7,Component,cytosol
Q9NQC7,Component,extrinsic component of cytoplasmic side of plasma membrane
Q9NQC7,Component,microtubule
Q9NQC7,Component,perinuclear region of cytoplasm
Q9NQC7,Component,spindle
Q5TYM5,Component,cytosol
Q5TYM5,Component,intracellular membrane-bounded organelle
Q5TYM5,Component,membrane
Q5TYM5,Component,mitochondrion
H0Y354,Component,cytosol
H0Y354,Component,intracellular membrane-bounded organelle
H0Y354,Component,membrane
Q86UY5,Component,cytoplasm
Q5TA50,Component,cytosol
Q5TA50,Component,endosome membrane
Q5TA50,Component,Golgi apparatus
Q5TA50,Component,membrane
Q5TA50,Component,nuclear outer membrane
Q5TA50,Component,plasma membrane
Q9UNU6,Component,endoplasmic reticulum
Q9UNU6,Component,endoplasmic reticulum membrane
Q9UNU6,Component,integral component of membrane
Q9UNU6,Component,organelle membrane
P33261,Component,cytoplasm
P33261,Component,endoplasmic reticulum membrane
P33261,Component,intracellular membrane-bounded organelle
P33261,Component,organelle membrane
P11509,Component,cytoplasm
P11509,Component,cytoplasmic microtubule
P11509,Component,endoplasmic reticulum membrane
P11509,Component,intracellular membrane-bounded organelle
P11509,Component,organelle membrane
O14810,Component,calyx of Held
O14810,Component,cytosol
O14810,Component,dendrite
O14810,Component,glutamatergic synapse
O14810,Component,neuronal cell body
O14810,Component,postsynapse
O14810,Component,Schaffer collateral - CA1 synapse
O14810,Component,SNARE complex
O14810,Component,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex
O14810,Component,synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex
O14810,Component,terminal bouton
Q8N436,Component,extracellular space
Q8IZJ3,Component,extracellular space
Q8IZJ3,Component,plasma membrane
Q9Y262,Component,cytosol
Q9Y262,Component,eukaryotic 43S preinitiation complex
Q9Y262,Component,eukaryotic 48S preinitiation complex
Q9Y262,Component,eukaryotic translation initiation factor 3 complex
Q9Y262,Component,fibrillar center
Q9Y262,Component,membrane
Q9Y262,Component,nucleoplasm
Q6WN34,Component,cytoplasm
Q6WN34,Component,extracellular space
Q96D31,Component,basolateral plasma membrane
Q96D31,Component,integral component of plasma membrane
Q96D31,Component,membrane
Q96D31,Component,membrane raft
Q96D31,Component,plasma membrane
Q96D31,Component,plasma membrane raft
Q96D31,Component,protein-containing complex
Q8TCG5,Component,AMPA glutamate receptor complex
Q8TCG5,Component,axon
Q8TCG5,Component,cell junction
Q8TCG5,Component,dendrite
Q8TCG5,Component,endoplasmic reticulum
Q8TCG5,Component,glutamatergic synapse
Q8TCG5,Component,integral component of endoplasmic reticulum membrane
Q8TCG5,Component,mitochondrial outer membrane
Q8TCG5,Component,mitochondrion
Q8TCG5,Component,postsynapse
P23508,Component,cytoplasm
P23508,Component,cytosol
P23508,Component,lamellipodium
P23508,Component,nucleoplasm
P23508,Component,nucleus
P23508,Component,plasma membrane
Q8IUH2,Component,endoplasmic reticulum
Q8IUH2,Component,extracellular region
Q8IUH2,Component,Golgi apparatus
Q494W8,Component,acetylcholine-gated channel complex
Q494W8,Component,integral component of plasma membrane
Q494W8,Component,neuron projection
Q494W8,Component,synapse
P02741,Component,extracellular region
P02741,Component,extracellular space
Q9H336,Component,extracellular exosome
Q9H336,Component,extracellular space
Q5TZA2,Component,actin cytoskeleton
Q5TZA2,Component,centriole
Q5TZA2,Component,centrosome
Q5TZA2,Component,ciliary rootlet
Q5TZA2,Component,cytosol
Q5TZA2,Component,extracellular exosome
Q5TZA2,Component,photoreceptor inner segment
Q5TZA2,Component,plasma membrane
Q5IJ48,Component,apical plasma membrane
Q5IJ48,Component,extracellular exosome
Q5IJ48,Component,integral component of membrane
Q5IJ48,Component,membrane raft
Q5IJ48,Component,plasma membrane
Q5IJ48,Component,protein-containing complex
Q9BUF7,Component,apical plasma membrane
Q9BUF7,Component,bicellular tight junction
Q9BUF7,Component,cell junction
Q9BUF7,Component,extracellular exosome
Q9BUF7,Component,integral component of membrane
Q9BUF7,Component,plasma membrane
